sample_id,Interval,mean,SD,SE,size,CV
10A_1x-DB2 | 16-Oct-18 ,Int1,3.8453012518213603,0.0882998872299855,0.007627948456037922,134,2.2963061005470373
11B_1x-DB2 | 20-Dec-18 ,Int3,4.914537649601034,0.051529839193583706,0.007951226810577866,42,1.0485185559167898
11B_1x-DB2 | 20-Dec-18 ,Int4,2.4888903312127106,0.23723965166863936,0.028155166719663997,71,9.531944766447161
11B_1y-DB2 | 20-Dec-18 ,Int1,3.890210264204919,0.08353622558513231,0.007441998464852967,126,2.1473447426165135
11B_1y-DB2 | 20-Dec-18 ,Int2,2.67963662118927,0.19779715943368725,0.021581439413145727,84,7.381491873547443
11B_1y-DB2 | 20-Dec-18 ,Int3,4.901848641724793,0.05009251360207523,0.008021221722556522,39,1.0219106558224813
11B_1y-DB2 | 20-Dec-18 ,Int4,2.6493669142963023,0.21210342922238903,0.026937162448419323,62,8.005815580992328
11B_3x-DB2 | 23-01-2019,Int1,3.7671147822254976,0.05472327472895355,0.006404874852605745,73,1.4526574817193305
11B_3x-DB2 | 23-01-2019,Int2,2.576393850429209,0.20273978150645558,0.029892349975728247,46,7.8691300040434635
11B_3x-DB2 | 23-01-2019,Int3,4.697673037942072,0.05643422051969568,0.010135885221085562,31,1.201322869086224
11B_3x-DB2 | 23-01-2019,Int4,2.623910865110696,0.13353017761725047,0.01990550361331953,45,5.088975368514173
11B_3y-DB2 | 23-01-2019,Int1,3.7371176309639194,0.05551133932904784,0.0052220675338758415,113,1.4854051922023586
11B_3y-DB2 | 23-01-2019,Int2,2.570434964921782,0.3035307400121246,0.036278862427493105,70,11.808536070912067
11B_3y-DB2 | 23-01-2019,Int3,4.52640774313808,0.07849470818948716,0.012111996427934719,42,1.7341501836303448
11B_3y-DB2 | 23-01-2019,Int4,2.574513040299312,0.12812115491567933,0.0161417482663461,63,4.97651994416715
11B_4x-DB2 | 18-Feb-19 ,Int1,3.7489303133526697,0.10255429612079438,0.009521927349830216,116,2.7355615481974653
11B_4x-DB2 | 18-Feb-19 ,Int2,2.7283650654144123,0.2536259347653355,0.03075666230686743,68,9.295894379398682
11B_4x-DB2 | 18-Feb-19 ,Int3,4.772767252142602,0.06888476283864008,0.010268734154743372,45,1.4432877029089606
11B_4x-DB2 | 18-Feb-19 ,Int4,2.4119953642516636,0.28883146230400913,0.03610393278800114,64,11.97479342559271
11B_4y-DB2 | 18-Feb-19 ,Int1,3.7653621510296515,0.09758055585950366,0.009139256410426606,114,2.591531755659145
11B_4y-DB2 | 18-Feb-19 ,Int2,2.6951850518852996,0.2678304210647663,0.0315641178238241,72,9.937366670886556
11B_4y-DB2 | 18-Feb-19 ,Int3,4.752022703165564,0.08333994196574149,0.01242358503175236,45,1.7537782786733007
11B_4y-DB2 | 18-Feb-19 ,Int4,2.540569109473605,0.2629095645802436,0.031201624900756546,71,10.348451596922603
1A_1x-DB2 | 09-10-2017,Int1,3.6751484242055503,0.08062742750276497,0.0074540083094865265,117,2.1938550011131603
1A_1x-DB2 | 09-10-2017,Int2,2.6995757284295383,0.111151847963655,0.014116298807690051,62,4.117382105384275
1A_1x-DB2 | 09-10-2017,Int3,4.427469222675359,0.0882458717440661,0.01361663363043451,42,1.9931447810436118
1A_1x-DB2 | 09-10-2017,Int4,2.5739051624187708,0.148044047375832,0.01795297778160295,68,5.751728911282452
1A_1y-DB2 | 09-10-2017,Int1,3.660295593157702,0.07287298119805795,0.007287298119805795,100,1.9909042683405556
1A_1y-DB2 | 09-10-2017,Int2,2.6732666609219535,0.11127976175112976,0.01413254387494442,62,4.1626884207934465
1A_1y-DB2 | 09-10-2017,Int3,4.491227126348524,0.07762586986192649,0.011837834174768615,43,1.7283888718635836
1A_1y-DB2 | 09-10-2017,Int4,2.616562361735238,0.2430811728223962,0.026522330344696973,84,9.290096669478611
1A_2x-DB2 | 03-11-2017,Int1,3.5852371453320804,0.11651015302491532,0.012491199549388134,87,3.2497195667128915
1A_2x-DB2 | 03-11-2017,Int2,2.4478709774197043,0.20021497100589652,0.022384714264116704,80,8.179147220289474
1A_2x-DB2 | 03-11-2017,Int3,4.411218591813439,0.07643599273713553,0.01103258524564037,48,1.7327636603406886
1A_2x-DB2 | 03-11-2017,Int4,2.1779642988735173,0.24232187249783635,0.03128361922019724,60,11.126071837962156
1A_2y-DB2 | 03-11-2017,Int1,3.00174028766276,0.44269829805646355,0.040245299823314866,121,14.748054649363452
1A_2y-DB2 | 03-11-2017,Int2,2.3846371178528125,0.36948062055011976,0.0415698175807579,79,15.494207390464904
1A_2y-DB2 | 03-11-2017,Int3,4.135491264267608,0.184933101423418,0.029612996108380855,39,4.471853272217455
1A_2y-DB2 | 03-11-2017,Int4,2.149695464750885,0.2934693293359622,0.03640039037425908,65,13.651669929441404
1A_3x-DB2 | 14-11-2017,Int1,3.8448927096081276,0.13217732038314786,0.011966772310789282,122,3.437737548640711
1A_3x-DB2 | 14-11-2017,Int2,2.720522685507115,0.15258037686387893,0.020034785010388082,58,5.6084949291807655
1A_3x-DB2 | 14-11-2017,Int3,4.663841720342507,0.04336289299028868,0.00722714883171478,36,0.9297676806043956
1A_3x-DB2 | 14-11-2017,Int4,2.6542262737091824,0.20350371319998822,0.025241529054678937,65,7.66715766533346
1A_3y-DB2 | 14-11-2017,Int1,3.7855726256305173,0.08476911158088443,0.007612490944013066,124,2.2392678721033774
1A_3y-DB2 | 14-11-2017,Int2,2.7960412891918347,0.183766137307133,0.02262004783264778,66,6.572368513207779
1A_3y-DB2 | 14-11-2017,Int3,4.587355639912611,0.08503621703095622,0.012273920698422505,48,1.853708840254124
1A_3y-DB2 | 14-11-2017,Int4,2.706250939793768,0.2648151210259595,0.031651460883457674,70,9.78531285225678
1A_4x-DB2 | 07-12-2017,Int1,3.691938012394015,0.08672594760619502,0.007819815349426473,123,2.3490629397094915
1A_4x-DB2 | 07-12-2017,Int2,2.430413839530792,0.18141062528656438,0.0210885568326029,74,7.464186647389521
1A_4x-DB2 | 07-12-2017,Int3,4.625072586646091,0.07440818955013628,0.011092117994452947,45,1.6088004708288046
1A_4x-DB2 | 07-12-2017,Int4,2.294181631192335,0.18153355030658,0.025672720886930397,50,7.9127802192467716
1A_4y-DB2 | 07-12-2017,Int1,3.67837272323565,0.07569850041141803,0.006910296040774625,120,2.057934475569688
1A_4y-DB2 | 07-12-2017,Int2,2.5241825323253457,0.14951543251375393,0.01883717388560256,63,5.92332094050331
1A_4y-DB2 | 07-12-2017,Int3,4.650984934884153,0.0923120077757033,0.013324090634684281,48,1.984784063335234
1A_4y-DB2 | 07-12-2017,Int4,2.3028989762698604,0.22680188740806453,0.027108010448115668,70,9.84853828783357
2B_1x-DB2 | 17-01-2018,Int1,3.6917662331757986,0.10575768907691563,0.00953584968732544,123,2.864690838941306
2B_1x-DB2 | 17-01-2018,Int2,2.6730344757837288,0.21271146773817096,0.024084830981912005,78,7.957677675511624
2B_1x-DB2 | 17-01-2018,Int3,4.441503101367637,0.04964059073470114,0.00816086284602457,37,1.117652956707735
2B_1x-DB2 | 17-01-2018,Int4,2.610470833230482,0.25837144283109353,0.029637237084145607,76,9.897503528562948
2B_1y-DB2 | 17-01-2018,Int1,3.678706340438417,0.07597922836627018,0.007379755034497224,106,2.065379003783575
2B_1y-DB2 | 17-01-2018,Int2,2.6391238356333253,0.18142926945884008,0.020412387594198837,79,6.874602358903764
2B_1y-DB2 | 17-01-2018,Int3,4.371628156423796,0.06004681171452077,0.009615185101727888,39,1.373557163737411
2B_1y-DB2 | 17-01-2018,Int4,2.634134972739014,0.18192395768568648,0.020868109130549393,76,6.9064022750709375
2B_3x-DB2 | 20-Feb-18 ,Int1,3.541981338053861,0.07528992445665635,0.0071462033797637,111,2.1256443010516914
2B_3x-DB2 | 20-Feb-18 ,Int2,2.4846053047931362,0.10910125501162245,0.014325696616095071,58,4.39108999731875
2B_3x-DB2 | 20-Feb-18 ,Int3,4.2120224419023415,0.08147997589996576,0.011760621504852364,48,1.934462055315301
2B_3x-DB2 | 20-Feb-18 ,Int4,2.326614069153887,0.2037338134793821,0.026523883306851053,59,8.756665584570861
2B_3y-DB2 | 20-Feb-18 ,Int1,3.543881573543886,0.08806371454209287,0.008895778532741464,98,2.4849508290433375
2B_3y-DB2 | 20-Feb-18 ,Int2,2.4899067654046045,0.1912864828708769,0.025793064088524505,55,7.682475726748478
2B_3y-DB2 | 20-Feb-18 ,Int3,4.244315093230744,0.07063957520058194,0.011169097529029226,40,1.6643339066235905
2B_3y-DB2 | 20-Feb-18 ,Int4,2.4359734704817186,0.20822150388077015,0.02543830543214794,67,8.54777387372753
2B_4x-DB2 | 15-03-2018,Int1,3.128221002161355,0.13786607168248488,0.013205174729766745,109,4.407171730745055
2B_4x-DB2 | 15-03-2018,Int2,2.173419510866573,0.2425259409628592,0.028581956244747672,72,11.158726594211933
2B_4x-DB2 | 15-03-2018,Int3,3.8665474514904865,0.06194057690667458,0.011502076375566626,29,1.6019608625984294
2B_4x-DB2 | 15-03-2018,Int4,1.880104728252507,0.22294394881481436,0.02902482990596522,59,11.858060110408484
2B_4y-DB2 | 15-03-2018,Int1,3.1354637172848805,0.0677377480164682,0.007526416446274244,81,2.1603741622985497
2B_4y-DB2 | 15-03-2018,Int2,2.326418961381182,0.2491550231780677,0.028963683125611935,74,10.709808822661321
2B_4y-DB2 | 15-03-2018,Int3,3.7637395099591995,0.11917795398674243,0.018174467598143163,43,3.166477214254245
2B_4y-DB2 | 15-03-2018,Int4,1.9925958207084027,0.3794404388121625,0.0453518068006693,70,19.042519053224993
3B_1x-DB2 | 31-01-2018,Int1,3.543388441027953,0.1218725936676568,0.010648057948323407,131,3.4394364517456353
3B_1x-DB2 | 31-01-2018,Int2,2.510289422281536,0.241376315570446,0.02733048587068546,78,9.615477539281722
3B_1x-DB2 | 31-01-2018,Int3,4.42214274474492,0.07476462424735686,0.010791343983768176,48,1.6906877177631556
3B_1x-DB2 | 31-01-2018,Int4,2.763474617375721,1.0432637941437952,0.10996965966278088,90,37.75188625160994
3B_1y-DB2 | 31-01-2018,Int1,3.5412720631063053,0.12261572251769888,0.011193232854622969,120,3.4624767691568943
3B_1y-DB2 | 31-01-2018,Int2,2.4689431785756204,0.3079140480880881,0.035794281026291064,74,12.471491882033895
3B_1y-DB2 | 31-01-2018,Int3,4.383475415352692,0.05934833040468554,0.008947097449381054,44,1.3539104199563627
3B_1y-DB2 | 31-01-2018,Int4,3.6377958048829093,1.1412810090285554,0.12452396697830798,84,31.372871657519823
3B_2x-DB2 | 23-Feb-18 ,Int1,3.760371008308545,0.07682842785718914,0.007042850434572565,119,2.043107653139454
3B_2x-DB2 | 23-Feb-18 ,Int2,2.8248983524722657,0.18933769229390443,0.020416808431991007,86,6.702460360324179
3B_2x-DB2 | 23-Feb-18 ,Int3,4.631917967467748,0.036135877787514,0.005215764692006158,48,0.7801493472318412
3B_2x-DB2 | 23-Feb-18 ,Int4,2.7654121529770466,0.13487245801954775,0.016728869533848768,65,4.877119595874837
3B_2y-DB2 | 23-Feb-18 ,Int1,3.735402020288983,0.0750628657379109,0.006768190672699265,123,2.0094989864599313
3B_2y-DB2 | 23-Feb-18 ,Int2,2.789349565893768,0.10690784983247333,0.012512617388664334,73,3.83271609767626
3B_2y-DB2 | 23-Feb-18 ,Int3,4.455229235928146,0.07517794614380807,0.011600208933259314,42,1.6874091581540462
3B_2y-DB2 | 23-Feb-18 ,Int4,2.6333636064428414,0.19854758826372887,0.021793429098505925,83,7.539695155578147
3B_3x-DB2 | 07-03-2018,Int1,3.7960876061077897,0.05676067957654911,0.00543668708654341,109,1.4952415609487753
3B_3x-DB2 | 07-03-2018,Int2,2.7935550383360006,0.12300246591614154,0.01480775679096795,69,4.403080097874455
3B_3x-DB2 | 07-03-2018,Int3,4.716737825166119,0.04705834302425297,0.006792286753167551,48,0.9976883339407491
3B_3x-DB2 | 07-03-2018,Int4,2.5893151661802745,0.1826240829272125,0.02094841900359239,76,7.052987805907662
3B_3y-DB2 | 07-03-2018,Int1,3.7561956568272774,0.07488325822139996,0.0066977622303888125,125,1.9935931208826099
3B_3y-DB2 | 07-03-2018,Int2,2.832159068243547,0.11148658618040264,0.016619439018584595,45,3.9364521375398795
3B_3y-DB2 | 07-03-2018,Int3,4.656466290819322,0.07493930340464867,0.011999892301625672,39,1.6093599464555088
3B_3y-DB2 | 07-03-2018,Int4,2.639311082213851,0.18199908490307226,0.02207063090650363,68,6.895704190747066
3B_4x-DB2 | 28-03-2018,Int1,3.8564075910364255,0.10571665186425563,0.009571135945647591,122,2.7413246491365775
3B_4x-DB2 | 28-03-2018,Int2,2.777114918922057,0.1313044800437295,0.01681181594601033,61,4.72808954174268
3B_4x-DB2 | 28-03-2018,Int3,4.780919846343457,0.08553611932717775,0.014256019887862958,36,1.7891142724887448
3B_4x-DB2 | 28-03-2018,Int4,2.49647092432538,0.237956662619902,0.028856483950038873,68,9.531721771772883
3B_4y-DB2 | 28-03-2018,Int1,3.8669987543916724,0.054291589912581574,0.005224210675126957,108,1.4039722627508922
3B_4y-DB2 | 28-03-2018,Int2,2.8738278788724037,0.08682180182350922,0.011602051290212734,56,3.0211204526826174
3B_4y-DB2 | 28-03-2018,Int3,4.745563586053972,0.08144563847776093,0.013041739724920424,39,1.7162479650912137
3B_4y-DB2 | 28-03-2018,Int4,2.696959335329514,0.09103642922182188,0.012874495287551885,50,3.375521018402714
4A_1x-DB2 | 09-01-2018,Int1,3.1980188532393345,0.14462259437813846,0.012987492371590659,124,4.5222558407261255
4A_1x-DB2 | 09-01-2018,Int2,2.2174463828414157,0.18713480422654316,0.025704942242985484,53,8.439203115556298
4A_1x-DB2 | 09-01-2018,Int3,4.158512045101268,0.08876270179853775,0.013231962339204883,45,2.1344822579773535
4A_1x-DB2 | 09-01-2018,Int4,2.2368973631548013,0.2733798849899455,0.032218128419398154,72,12.22138706464319
4A_1y-DB2 | 09-01-2018,Int1,3.200407433265074,0.11948635682053141,0.01149758004580358,108,3.7334732940121547
4A_1y-DB2 | 09-01-2018,Int2,2.155237422805955,0.20878507913418387,0.027900079771092892,56,9.68733546127654
4A_1y-DB2 | 09-01-2018,Int3,4.121043088536171,0.08800897485491956,0.013267852171708693,44,2.1355994820762985
4A_1y-DB2 | 09-01-2018,Int4,2.2589109844795887,0.3403638268424236,0.037818202982491514,81,15.067606876985334
4A_3x-DB2 | 13-02-2018,Int1,3.6278523419624262,0.13976306314971493,0.012028889244306255,135,3.8525014244133327
4A_3x-DB2 | 13-02-2018,Int2,2.542919315552786,0.14915053670397363,0.019255251491079598,60,5.865327137662287
4A_3x-DB2 | 13-02-2018,Int3,4.4565118006756475,0.09312104337950394,0.013440864865593856,48,2.0895500235270545
4A_3x-DB2 | 13-02-2018,Int4,2.4177459519709457,0.2678165084058002,0.031345551381877,73,11.077115368034274
4A_3y-DB2 | 13-02-2018,Int1,3.624166122616407,0.08199252721677083,0.008001651329208125,105,2.2623832474207246
4A_3y-DB2 | 13-02-2018,Int2,2.563536812989215,0.1046441749329139,0.014511536092278636,52,4.082023492024421
4A_3y-DB2 | 13-02-2018,Int3,4.393201332728121,0.06767367130464505,0.010320138123116983,43,1.5404181638682282
4A_3y-DB2 | 13-02-2018,Int4,2.507240810387091,0.20734311442934777,0.024607100515753922,71,8.26977263493634
4A_4x-DB2 | 09-03-2018,Int1,3.785129569811127,0.07495933377963802,0.006758855510400033,123,1.9803637470560458
4A_4x-DB2 | 09-03-2018,Int2,2.7042021614792024,0.19324089074678472,0.0220218433050775,77,7.145948387271522
4A_4x-DB2 | 09-03-2018,Int3,4.676785113962781,0.04581010270348359,0.006906132830686391,44,0.9795212221043723
4A_4x-DB2 | 09-03-2018,Int4,2.5307508106785717,0.1688226960462534,0.020939878296731655,65,6.670854172362663
4A_4y-DB2 | 09-03-2018,Int1,3.7900964906535424,0.04510710396684016,0.004444535019172834,103,1.1901307546674662
4A_4y-DB2 | 09-03-2018,Int2,2.7252849786936295,0.14135534600942531,0.016658887286705906,72,5.186809714013258
4A_4y-DB2 | 09-03-2018,Int3,4.751691078346003,0.06532835948132394,0.009429336483064755,48,1.374844416528522
4A_4y-DB2 | 09-03-2018,Int4,2.6757577615916723,0.11642846817561789,0.017755174942796888,43,4.351233502780181
5A_1-DB2 | 27-03-2018,Int1,3.8173118199626614,0.07273283828451241,0.006639569366633799,120,1.9053418142095564
5A_1-DB2 | 27-03-2018,Int2,2.779970976311805,0.13049419896483647,0.014968711210684528,76,4.694084941058035
5A_1-DB2 | 27-03-2018,Int3,4.808157357644905,0.052073408928554846,0.007516149165630651,48,1.083022144559367
5A_1-DB2 | 27-03-2018,Int4,2.719584295093692,0.09787116113318413,0.015474789321310396,40,3.5987544607368895
5A_2x-DB2 | 23-04-2018,Int1,3.980056515323511,0.09799625287605966,0.008594839944698765,130,2.4621824463739865
5A_2x-DB2 | 23-04-2018,Int2,2.8464108044270238,0.158646606316838,0.01796319088775346,78,5.573566755371181
5A_2x-DB2 | 23-04-2018,Int3,4.839599775464098,0.06412412662406722,0.010402306949725151,38,1.3249882138842353
5A_2x-DB2 | 23-04-2018,Int4,2.714868591101363,1.0673770240582534,0.11068184140135238,93,39.31597380281459
5A_2y-DB2 | 23-04-2018,Int1,4.01440167546031,0.05084448452750905,0.00487001837389683,109,1.266551995489564
5A_2y-DB2 | 23-04-2018,Int2,3.0462166505332595,0.12258674220184775,0.015695623992662854,61,4.024229274053379
5A_2y-DB2 | 23-04-2018,Int3,4.873065769023138,0.06235288549945717,0.009295019371336477,45,1.2795412263019081
5A_2y-DB2 | 23-04-2018,Int4,2.907887097367418,0.11972324276338697,0.01545620417921818,60,4.117190205623024
5A_3-DB2 | 02-05-2018,Int1,3.895447775867923,0.13452597530097907,0.011844351687808551,129,3.4534149356168964
5A_3-DB2 | 02-05-2018,Int2,3.2761748103715345,0.5031159311006669,0.05393968962096133,87,15.356809700994283
5A_3-DB2 | 02-05-2018,Int3,3.872808656234034,0.12447998897939705,0.017967138786494134,48,3.2142044709340976
5A_3-DB2 | 02-05-2018,Int4,2.8222579514381625,0.21950743899396646,0.025691402477938483,73,7.777724175853952
5A_4x-DB2 | 25-05-2018,Int1,4.033212075913404,0.0978196915839525,0.008579354494984585,130,2.425354524948932
5A_4x-DB2 | 25-05-2018,Int2,3.0206378775901186,0.146995386905039,0.016538273129879908,79,4.866369053887145
5A_4x-DB2 | 25-05-2018,Int3,4.88839020683384,0.04191061520442559,0.006318262971183812,44,0.8573500361291876
5A_4x-DB2 | 25-05-2018,Int4,2.844454198684435,0.10720267271540469,0.014199340877540743,57,3.7688310384813404
5A_4y-DB2 | 25-05-2018,Int1,3.9863416504439515,0.06836122007598835,0.0066398286593301065,106,1.71488613045435
5A_4y-DB2 | 25-05-2018,Int2,2.9745405043024045,0.1420685875816711,0.018190018690430538,61,4.776152396519116
5A_4y-DB2 | 25-05-2018,Int3,4.851773630498016,0.054739207692478295,0.009123201282079716,36,1.1282308669223613
5A_4y-DB2 | 25-05-2018,Int4,2.7638349480945283,0.14736661671551307,0.01813957657209236,66,5.3319615491913535
6G_1-DB2 | 27-03-2018,Int1,3.904814797556627,0.06051351731104501,0.005642914585608294,115,1.549715426936774
6G_1-DB2 | 27-03-2018,Int2,2.915298278340007,0.12299789480063611,0.014915685646812704,68,4.219050095644829
6G_1-DB2 | 27-03-2018,Int3,4.819353794132004,0.06356842135517803,0.010179093951908533,39,1.3190237544414831
6G_1-DB2 | 27-03-2018,Int4,2.6945696418633105,0.20770123063063248,0.023824965125472674,76,7.7081411221944105
6G_2x-DB2 | 19-04-2018,Int1,4.141623463602897,0.060632243417579404,0.005423112716400868,125,1.463972858721299
6G_2x-DB2 | 19-04-2018,Int2,3.1613275687582187,0.08831941137248123,0.010632407682109138,69,2.7937443827490935
6G_2x-DB2 | 19-04-2018,Int3,4.977307599170727,0.017818110397182115,0.0034944189465608497,26,0.35798692450012143
6G_2x-DB2 | 19-04-2018,Int4,2.934926581182946,0.19850569323434794,0.025626974800799594,60,6.763565893165839
6G_2y-DB2 | 19-04-2018,Int1,4.136291422277896,0.04927738845146214,0.004786243073679229,106,1.19134227791727
6G_2y-DB2 | 19-04-2018,Int2,3.15364188346271,0.12040657002262486,0.014710003756512637,67,3.818016581211118
6G_2y-DB2 | 19-04-2018,Int3,4.996013617203888,0.05013297132073664,0.007236071121825772,48,1.0034594611212149
6G_2y-DB2 | 19-04-2018,Int4,2.995944652960403,0.18615058759409858,0.020190866094999833,85,6.213418776283346
6G_3-DB2 | 02-05-2018,Int1,3.843166967785441,0.1812628697593168,0.016757758237306863,117,4.716497390790346
6G_3-DB2 | 02-05-2018,Int2,3.167439340173326,0.4185519768875503,0.04650577520972781,81,13.214206554138672
6G_3-DB2 | 02-05-2018,Int3,3.764060796933894,0.25698798344300255,0.037093020354829156,48,6.827413193015859
6G_3-DB2 | 02-05-2018,Int4,2.779546318651503,0.23508200533997667,0.028719837970550926,67,8.457567472882651
6G_4x-DB2 | 24-05-2018,Int1,3.9647698527200075,0.0872555858539462,0.00765282113025365,130,2.2007730358947573
6G_4x-DB2 | 24-05-2018,Int2,2.895328534034627,0.10884802054605927,0.013103761810134678,69,3.759435907412554
6G_4x-DB2 | 24-05-2018,Int3,4.759349963834234,0.03719953805066757,0.006199923008444595,36,0.7816096385712898
6G_4x-DB2 | 24-05-2018,Int4,2.744939098025137,0.12489383220028231,0.015373368019655345,66,4.549967330427766
6G_4y-DB2 | 24-05-2018,Int1,3.9409597600228548,0.07806082588873568,0.007155824176898489,119,1.9807567354679863
6G_4y-DB2 | 24-05-2018,Int2,2.849277880814988,0.13657707275704917,0.01609576238351966,72,4.79339251803631
6G_4y-DB2 | 24-05-2018,Int3,4.761490908974736,0.05308196033037015,0.008190724301530986,42,1.1148180547886415
6G_4y-DB2 | 24-05-2018,Int4,2.6885545405876705,0.19288217434216748,0.024110271792770935,64,7.174196075635752
7A_2x-DB2 | 17-08-2018,Int1,3.441742615888598,0.09527597430137395,0.008590745294090351,123,2.768248092159424
7A_2x-DB2 | 17-08-2018,Int2,2.3655550804067143,0.19218265240533167,0.02122302359023255,82,8.124209577579963
7A_2x-DB2 | 17-08-2018,Int3,4.190859464442474,0.07178176508894007,0.01149428152056243,39,1.7128172800346926
7A_2x-DB2 | 17-08-2018,Int4,2.241877148166527,0.331818746476866,0.039105214293101966,72,14.80093352788029
7A_2y-DB2 | 17-08-2018,Int1,3.427152042463862,0.09751660796586094,0.009214453334866009,112,2.845412364481907
7A_2y-DB2 | 17-08-2018,Int2,2.3718995264225335,0.19675473592079634,0.025835162522016484,58,8.2952390575142
7A_2y-DB2 | 17-08-2018,Int3,4.2655215134804685,0.09936921465498808,0.015518864068585892,41,2.3295912197593722
7A_2y-DB2 | 17-08-2018,Int4,2.1135418962044965,0.23649416024662884,0.03078891717583306,59,11.189471127651911
7A_3x-DB2 | 29-08-2018,Int1,3.8578317171579686,0.10068578556288639,0.00879695792943972,131,2.6099061064555906
7A_3x-DB2 | 29-08-2018,Int2,2.7759888985410184,0.15869981715827622,0.017855124416394877,79,5.716875065375239
7A_3x-DB2 | 29-08-2018,Int3,4.740242844228839,0.0648349084232494,0.009358112957761944,48,1.3677549980837953
7A_3x-DB2 | 29-08-2018,Int4,2.6712516679403677,0.20747159821473923,0.025159626875149364,68,7.766830834576788
7A_3y-DB2 | 29-08-2018,Int1,3.838845591075674,0.06638457429881928,0.006111195411947841,118,1.7292848259681581
