sample_id,Interval,mean,SD,SE,size,CV
10A_1x-DB2 | 16-Oct-18 ,Int1,3.3030598841182486,0.12252797604538081,0.010624522957456225,133,3.7095293559320264
11B_4y-DB2 | 18-Feb-19 ,Int5,2.6556780518751797,0.10699594434003672,0.020220332858303294,28,4.028950130626212
1A_1x-DB2 | 09-10-2017,Int1,3.0752787093672582,0.10149246907743208,0.010252287589145457,98,3.3002689729645436
1A_1x-DB2 | 09-10-2017,Int2,3.5790696996984215,0.10685970834081401,0.011800680667989099,82,2.98568391528721
1A_1x-DB2 | 09-10-2017,Int5,1.9816140491673848,0.11226451057546002,0.022915897261096916,24,5.665306552637242
1A_1y-DB2 | 09-10-2017,Int1,3.153858062154826,0.08653105464273149,0.009172273447600987,89,2.7436572267177572
1A_1y-DB2 | 09-10-2017,Int2,3.6110018108706066,0.12934721705794497,0.01411293840714086,84,3.5820313539737483
1A_1y-DB2 | 09-10-2017,Int5,2.002911341179386,0.16558152151702202,0.031866178673560154,27,8.267041985968369
1A_2x-DB2 | 03-11-2017,Int1,3.4711531259730117,0.1649746139079663,0.01625543172373694,103,4.752732245475966
1A_2x-DB2 | 03-11-2017,Int2,3.8975504458678216,0.08921056515981689,0.010441306888320127,73,2.2888880182268796
1A_2x-DB2 | 03-11-2017,Int5,1.95637581431783,0.19770504162257843,0.03609583700972799,30,10.105678069400808
1A_2y-DB2 | 03-11-2017,Int1,3.7441311307246288,0.20468016374950795,0.018455388847168904,123,5.46669324879908
1A_2y-DB2 | 03-11-2017,Int2,3.8891589520495895,0.07668648199515829,0.008417434947411262,83,1.9718011770834014
1A_2y-DB2 | 03-11-2017,Int5,2.201814884233415,0.15317713382865686,0.027966190497314344,30,6.956857950480569
1A_3x-DB2 | 14-11-2017,Int1,3.1097737807302397,0.09286195371303471,0.00897730390984601,107,2.986132119591953
1A_3x-DB2 | 14-11-2017,Int2,3.7099180917430377,0.08301718267521166,0.009716426297297508,73,2.2377093138519277
1A_3x-DB2 | 14-11-2017,Int5,2.246080413611706,0.06756836419055084,0.013513672838110169,25,3.008278945894936
1A_3y-DB2 | 14-11-2017,Int1,3.1303097458645257,0.11965286880347982,0.010617475200308008,127,3.8223970954169655
1A_3y-DB2 | 14-11-2017,Int2,3.717372519740972,0.06390817369206148,0.00792683336197588,65,1.7191759328041363
1A_3y-DB2 | 14-11-2017,Int5,2.277248780127235,0.09403613729720749,0.019195046146705034,24,4.129374801639084
1A_4x-DB2 | 07-12-2017,Int1,2.9775834827925975,0.09692005719818818,0.009077395042950928,114,3.254990422881087
1A_4x-DB2 | 07-12-2017,Int2,3.645185969270711,0.06720543310154234,0.00776021497843617,75,1.8436763903979383
1A_4x-DB2 | 07-12-2017,Int5,2.3192789376209157,0.1358878271359273,0.025680385485899865,28,5.859054938657753
1A_4y-DB2 | 07-12-2017,Int1,2.9972328594589444,0.11506048313825336,0.010592176030019407,118,3.8388903543191466
1A_4y-DB2 | 07-12-2017,Int2,3.6461378440467387,0.10456896197558907,0.012074583669097217,75,2.867937704174429
1A_4y-DB2 | 07-12-2017,Int5,2.3768829909849387,0.16620273832717186,0.030344329633640154,30,6.992466139795142
2B_1x-DB2 | 17-01-2018,Int1,2.817555150266561,0.14213981957103097,0.012921801779184634,121,5.044792807607813
2B_1x-DB2 | 17-01-2018,Int2,3.347118366959103,0.11688478149380595,0.012753175209136651,84,3.492101822499847
2B_1x-DB2 | 17-01-2018,Int5,2.0699724200465246,0.10416667644286416,0.019685651483424917,28,5.032273639690471
2B_1y-DB2 | 17-01-2018,Int1,2.8402226827581454,0.16607058392643342,0.014974080273795437,123,5.847097304538177
2B_1y-DB2 | 17-01-2018,Int2,3.380473745821491,0.13123348107650143,0.014581497897389047,81,3.882103247768614
2B_1y-DB2 | 17-01-2018,Int5,2.096607877455483,0.27951784613637565,0.05103274318471706,30,13.331908610188393
2B_3x-DB2 | 20-Feb-18 ,Int1,2.6131195680992234,0.14122656327196098,0.013000958952117888,118,5.4045197547041
2B_3x-DB2 | 20-Feb-18 ,Int2,3.0426078718187943,0.10496684611159667,0.0123704614475458,72,3.4498972767348466
2B_3x-DB2 | 20-Feb-18 ,Int5,1.6447612536010312,0.13557236258060448,0.025620768288697023,28,8.242677305522799
2B_3y-DB2 | 20-Feb-18 ,Int1,2.618252018246992,0.17548305254236202,0.015953004776578364,121,6.702297995738922
2B_3y-DB2 | 20-Feb-18 ,Int2,3.009202389299127,0.1438163498721146,0.01597959443023496,81,4.779218253432627
2B_3y-DB2 | 20-Feb-18 ,Int5,1.5582039833686676,0.8465059262988693,0.15455013029856546,30,54.3257452383619
2B_4x-DB2 | 15-03-2018,Int1,2.9873816275253366,0.1581407544263684,0.013816821866575506,131,5.293624121179582
2B_4x-DB2 | 15-03-2018,Int2,3.209973942162982,0.16364620485266812,0.01818291165029646,81,5.098053996737373
2B_4x-DB2 | 15-03-2018,Int5,1.7438310023438346,0.20095048269297236,0.039409632019898284,26,11.523506717272513
2B_4y-DB2 | 15-03-2018,Int1,2.9955718842049563,0.13474263369766853,0.011909678750319553,128,4.498060434074012
2B_4y-DB2 | 15-03-2018,Int2,3.1835263082272567,0.1474406523551982,0.01608709404598488,84,4.631362774485768
2B_4y-DB2 | 15-03-2018,Int5,1.799223550973569,0.2919861072549768,0.05330912580722454,30,16.228450716809572
3B_1x-DB2 | 31-01-2018,Int1,2.7552190983145954,0.10776596258557858,0.009962966765436855,117,3.9113391254982393
3B_1x-DB2 | 31-01-2018,Int2,3.398929506733599,0.09012057942241632,0.009717952001819878,86,2.651440085588094
3B_1x-DB2 | 31-01-2018,Int5,2.400764991401184,0.20293262086254021,0.037050258033352254,30,8.452831559498062
3B_1y-DB2 | 31-01-2018,Int1,2.727227082419753,0.15435013357164987,0.014209081523527674,118,5.659599619211083
3B_1y-DB2 | 31-01-2018,Int2,3.3926266646237173,0.10428880063305629,0.0118083813875294,78,3.0739839935975732
3B_1y-DB2 | 31-01-2018,Int5,2.33267999077792,0.16015782658896152,0.03581237873815412,20,6.865829313156276
3B_2x-DB2 | 23-Feb-18 ,Int1,2.938901496608269,0.07029703568011549,0.007250585614948357,94,2.391949364796471
3B_2x-DB2 | 23-Feb-18 ,Int2,3.618410756809904,0.05998749491392154,0.006749120473451452,79,1.6578409402808723
3B_2x-DB2 | 23-Feb-18 ,Int5,2.194862180382417,0.11356684378742347,0.020734374042345755,30,5.1742129780393045
3B_2y-DB2 | 23-Feb-18 ,Int1,2.9155113079762334,0.10506975759699423,0.010063857560821583,109,3.6038192446568527
3B_2y-DB2 | 23-Feb-18 ,Int2,3.6409207734849156,0.05486159627760655,0.006252059137291969,77,1.506805549770193
3B_2y-DB2 | 23-Feb-18 ,Int5,2.199600277259241,0.5748179931070836,0.11062377435180505,27,26.132838727558337
3B_3x-DB2 | 07-03-2018,Int1,2.991792901602359,0.08691194677925737,0.0077121881720600876,127,2.9050121327819403
3B_3x-DB2 | 07-03-2018,Int2,3.6861838098527815,0.05180841724781197,0.006192290249891831,70,1.405475687602271
3B_3x-DB2 | 07-03-2018,Int5,2.339393707950796,0.11500641032128894,0.020997201730221637,30,4.916077611494877
3B_3y-DB2 | 07-03-2018,Int1,3.0005958211409265,0.06738226899728345,0.006913274930559144,95,2.2456296353722998
3B_3y-DB2 | 07-03-2018,Int2,3.68994635356444,0.02562603729376578,0.004394829138689997,34,0.6944826520041779
3B_3y-DB2 | 07-03-2018,Int5,2.3324421982919024,0.21780989540886417,0.04116220116720312,28,9.338276231169674
3B_4x-DB2 | 28-03-2018,Int1,3.044688337199901,0.10055949597858128,0.009459841638118784,113,3.302784549405228
3B_4x-DB2 | 28-03-2018,Int2,3.762883960989881,0.04673007060664405,0.006744904710999041,48,1.2418685000945666
3B_4x-DB2 | 28-03-2018,Int5,2.510627843235673,0.13413718092558355,0.025349544449740774,28,5.342774369645676
3B_4y-DB2 | 28-03-2018,Int1,3.0413704109258055,0.12226072187901076,0.011303007736154237,117,4.019922119311803
3B_4y-DB2 | 28-03-2018,Int2,3.744531727146616,0.07649236701694714,0.00963713239626294,63,2.04277524109097
3B_4y-DB2 | 28-03-2018,Int5,2.549813951431922,0.15687082984166134,0.03076490086446633,26,6.152246117939937
4A_1x-DB2 | 09-01-2018,Int1,2.4218998470972957,0.20178417839834717,0.017496907278144038,133,8.331648339636764
4A_1x-DB2 | 09-01-2018,Int2,3.1044320895187525,0.1117332487750463,0.012191096908451942,84,3.599152616424833
4A_1x-DB2 | 09-01-2018,Int5,1.6735613469096653,0.2333628583858237,0.04260603387393309,30,13.9440874884415
4A_1y-DB2 | 09-01-2018,Int1,2.4648213365840745,0.1842607679056508,0.016286504811590777,128,7.475623696158543
4A_1y-DB2 | 09-01-2018,Int2,3.0697015860930983,0.16673524068854165,0.018879048381420724,78,5.431643305131513
4A_1y-DB2 | 09-01-2018,Int5,1.7624220144328846,0.21663041866397734,0.040939301014049224,28,12.291631453190005
4A_3x-DB2 | 13-02-2018,Int1,2.8556661830837777,0.13101842299320052,0.011491075856314698,130,4.588016056264542
4A_3x-DB2 | 13-02-2018,Int2,3.6037892543631216,0.05176234885985517,0.006186784024364643,70,1.4363311838278638
4A_3x-DB2 | 13-02-2018,Int5,2.1989355306717333,0.09204301291712264,0.01680467814514915,30,4.185798611794919
4A_3y-DB2 | 13-02-2018,Int1,2.880437924156021,0.13102778599008602,0.012113523099943006,117,4.548884212753088
4A_3y-DB2 | 13-02-2018,Int2,3.621377158280329,0.05293036227921106,0.006668598828349828,63,1.46160866338335
4A_3y-DB2 | 13-02-2018,Int5,2.2612655970982,0.1294713702531906,0.02539142474510059,26,5.725615355371634
4A_4x-DB2 | 09-03-2018,Int1,3.1141092821494953,0.1354921567557242,0.012368685103356022,120,4.350912074036193
4A_4x-DB2 | 09-03-2018,Int2,3.745066017146442,0.07942197275939909,0.008717694066856786,83,2.120709552135339
4A_4x-DB2 | 09-03-2018,Int5,2.4284895198716248,0.11059260642129223,0.02053653144928346,29,4.553966797729413
4A_4y-DB2 | 09-03-2018,Int1,2.996297862616142,0.14515288877230165,0.012880236071265502,127,4.844407846874244
4A_4y-DB2 | 09-03-2018,Int2,3.7176099101223046,0.07251512367377916,0.00805723596375324,81,1.9505845268040376
4A_4y-DB2 | 09-03-2018,Int5,2.5115292854465174,0.1407005390075245,0.025688286355852234,30,5.602185880245858
5A_1-DB2 | 27-03-2018,Int1,3.073169055962984,0.10391737049098425,0.009607164300426465,117,3.381440089973232
5A_1-DB2 | 27-03-2018,Int2,3.765921378905896,0.0832906037443015,0.009682336014822162,74,2.211692581019833
5A_1-DB2 | 27-03-2018,Int5,2.554600786005002,0.10774853974705408,0.02000840152641272,29,4.217823009267762
5A_2x-DB2 | 23-04-2018,Int1,3.222190415469187,0.14064282247813595,0.012288020453940559,131,4.36482033473049
5A_2x-DB2 | 23-04-2018,Int2,3.854086658608093,0.12078965010614726,0.013421072234016361,81,3.1340667920988197
5A_2x-DB2 | 23-04-2018,Int5,2.8252087143980935,0.0940832303638173,0.017780059291732965,28,3.330133801596375
5A_2y-DB2 | 23-04-2018,Int1,3.256165723532195,0.12459875265236492,0.011144451233694806,125,3.8265482543438782
5A_2y-DB2 | 23-04-2018,Int2,3.8723142741940184,0.07277823494396778,0.009097279367995972,64,1.8794506279869498
5A_2y-DB2 | 23-04-2018,Int5,2.8178942700996767,0.11101803852592027,0.020980437212983767,28,3.9397517395850783
5A_3-DB2 | 02-05-2018,Int1,3.2285139962818734,0.16441745566641966,0.014420364800629132,130,5.092666652700637
5A_3-DB2 | 02-05-2018,Int2,3.3313644656719563,0.39514809743508783,0.04236432283774639,87,11.861449010064531
5A_3-DB2 | 02-05-2018,Int5,2.297931961806612,0.22541857760641482,0.04115561327858743,30,9.80962802002166
5A_4x-DB2 | 25-05-2018,Int1,3.540461958287937,0.10877492899555001,0.009577098481963739,129,3.0723371773820825
5A_4x-DB2 | 25-05-2018,Int2,4.079404539441715,0.08228972656492495,0.0090873800848465,82,2.017199465493233
5A_4x-DB2 | 25-05-2018,Int5,2.8356826302305467,0.1082635241831914,0.01976612478338,30,3.8178998957436
5A_4y-DB2 | 25-05-2018,Int1,3.496991070915951,0.12376177866760692,0.01139319521073491,118,3.5390933564834803
5A_4y-DB2 | 25-05-2018,Int2,4.050519491649201,0.11034891736343591,0.012337384023407477,80,2.724315179594568
5A_4y-DB2 | 25-05-2018,Int5,2.8040734447364826,0.13199114205756404,0.02494398122483662,28,4.707121430978358
6G_1-DB2 | 27-03-2018,Int1,3.1563670642248267,0.14129515771438975,0.012488845521083463,128,4.476512231922255
6G_1-DB2 | 27-03-2018,Int2,3.887194844378335,0.15192895533997167,0.017093342945333236,79,3.9084471301893053
6G_1-DB2 | 27-03-2018,Int5,2.578801236260784,0.11935641762702498,0.022970153282157423,27,4.628368249120652
6G_2x-DB2 | 19-04-2018,Int1,3.340928273731811,0.14217365327788162,0.012421769761920503,131,4.255513486946964
6G_2x-DB2 | 19-04-2018,Int2,4.065173884491631,0.0979872248315763,0.010887469425730701,81,2.410406728366309
6G_2x-DB2 | 19-04-2018,Int5,2.708489885130117,0.11349791267972201,0.020721789001478454,30,4.190449936801944
6G_2y-DB2 | 19-04-2018,Int1,3.258134302429854,0.16003590547768645,0.013929337647151641,132,4.91188792795726
6G_2y-DB2 | 19-04-2018,Int2,4.027185672784082,0.11576219453474598,0.01286246605941622,81,2.874518433979157
6G_2y-DB2 | 19-04-2018,Int5,2.7387759285226,0.08766816798247605,0.016871746794681293,27,3.200998193005428
6G_3-DB2 | 02-05-2018,Int1,3.073908219039121,0.16837964464395472,0.014767871762304836,130,5.477705664764085
6G_3-DB2 | 02-05-2018,Int2,3.370860646159152,0.4515411729433692,0.04869093689401689,86,13.39542687585935
6G_3-DB2 | 02-05-2018,Int5,1.858204014248242,0.20281210306471192,0.040562420612942386,25,10.914415290764609
6G_4x-DB2 | 24-05-2018,Int1,3.2750968384920767,0.13605736152104916,0.012025885370235436,128,4.154300414020516
6G_4x-DB2 | 24-05-2018,Int2,3.986097710015896,0.0878438580869063,0.009821241904408355,80,2.20375576509779
6G_4x-DB2 | 24-05-2018,Int5,2.7016492602807425,0.11573199053376856,0.02149089112007152,29,4.283753344123665
6G_4y-DB2 | 24-05-2018,Int1,3.2424367949908257,0.1541176243186309,0.013953154095987845,122,4.753141975094906
6G_4y-DB2 | 24-05-2018,Int2,3.9566446720291575,0.12839749156582628,0.014009314860544119,84,3.2451104966162623
6G_4y-DB2 | 24-05-2018,Int5,2.656587530647218,0.07967641000890015,0.017816186898304536,20,2.99920138484911
7A_2x-DB2 | 17-08-2018,Int1,2.952379824833316,0.14499621888158049,0.013021044842483313,124,4.911164128069688
7A_2x-DB2 | 17-08-2018,Int2,3.4453704583879747,0.07484366107653878,0.00821515907298547,83,2.1722964766917037
7A_2x-DB2 | 17-08-2018,Int5,2.016134666408023,0.1986309921293406,0.03626489166962365,30,9.852069677628462
7A_2y-DB2 | 17-08-2018,Int1,2.98916479770797,0.12488994849338635,0.01135363168121694,121,4.17808842754837
7A_2y-DB2 | 17-08-2018,Int2,3.478725020516661,0.0868472613604077,0.009771080298515488,79,2.4965256192485463
7A_2y-DB2 | 17-08-2018,Int5,2.0394301832802055,0.15942888455039408,0.029605200631775592,29,7.817324949754827
7A_3x-DB2 | 29-08-2018,Int1,3.2531567846741813,0.14987349032372732,0.013094507648178938,131,4.607017129632067
7A_3x-DB2 | 29-08-2018,Int2,3.929845139634814,0.06579483554768178,0.007310537283075754,81,1.6742348161280434
7A_3x-DB2 | 29-08-2018,Int5,2.690420664415763,0.08008757568212094,0.015706465815364373,26,2.9767677873345626
7A_3y-DB2 | 29-08-2018,Int1,3.208097636324773,0.14518482519925272,0.012636717025511822,132,4.52557377167541
7A_3y-DB2 | 29-08-2018,Int2,3.9304676657793536,0.07812097870703064,0.00832772431137016,88,1.987574643780727
7A_3y-DB2 | 29-08-2018,Int5,2.66481217217392,0.11112687023410114,0.020288897857388865,30,4.170157709218405
7A_4x-DB2 | 21-09-2018,Int1,3.5316737174685326,0.08120673709398978,0.007639287223765654,113,2.299383906625381
7A_4x-DB2 | 21-09-2018,Int2,4.043662377473118,0.09529844331547775,0.010217065562905275,87,2.3567359096638945
7A_4x-DB2 | 21-09-2018,Int5,2.9318752217774646,0.10218803397885448,0.01865689710577433,30,3.485415519044581
7A_4y-DB2 | 21-09-2018,Int1,3.52493194723246,0.10539206269055279,0.009958613858547556,112,2.9899034724145404
7A_4y-DB2 | 21-09-2018,Int2,4.070127972303325,0.07036549369477907,0.007587706322937087,86,1.728827549738161
7A_4y-DB2 | 21-09-2018,Int5,2.9751793237764224,0.09323855533246046,0.017022953328260728,30,3.1338801862239323
9A_1x-DB2 | 02-07-2018,Int1,2.901411757443201,0.1285118201808322,0.011494446633462805,125,4.429285841664892
9A_1x-DB2 | 02-07-2018,Int2,3.2022543904987666,0.13222087030687163,0.014971065488308184,78,4.128993333545796
9A_1x-DB2 | 02-07-2018,Int5,1.7115076810202379,0.18948472743329633,0.03459501983931146,30,11.071216888745926
9A_1y-DB2 | 02-07-2018,Int1,2.846914021035789,0.16898609982492385,0.014598175600089152,134,5.935764079149881
9A_1y-DB2 | 02-07-2018,Int2,3.132097179525047,0.17080053729760764,0.018311739699379544,87,5.453232371401322
9A_1y-DB2 | 02-07-2018,Int5,1.782058886399141,0.2358458850333563,0.043059370442513095,30,13.234460815709104
9A_3x-DB2 | 23-Aug-18 ,Int1,3.510885576001199,0.14911952123510397,0.01312924176222904,129,4.247347798926189
9A_3x-DB2 | 23-Aug-18 ,Int2,4.062890466699401,0.08660073119427146,0.009338397006123808,86,2.131505436931552
9A_3x-DB2 | 23-Aug-18 ,Int5,2.580091333057841,0.08550717391123314,0.015611402659899878,30,3.3141142259445826
9A_3y-DB2 | 23-Aug-18 ,Int1,3.411751209586694,0.15535301689346956,0.01357325610743551,131,4.553468507813303
9A_3y-DB2 | 23-Aug-18 ,Int2,3.9986792462506444,0.08544910309656238,0.009494344788506932,81,2.1369331680375114
9A_3y-DB2 | 23-Aug-18 ,Int5,2.6002484498281824,0.11766297966079844,0.021482222714496957,30,4.525066813079854
9A_4x-DB2 | 17-Sep-18 ,Int1,2.505188650598299,0.14565902043371695,0.013582773691801518,115,5.8142934824062085
9A_4x-DB2 | 17-Sep-18 ,Int2,3.3524040631505403,0.07897816745888601,0.008775351939876224,81,2.3558665951700193
9A_4x-DB2 | 17-Sep-18 ,Int5,1.6133525056206568,0.2603626943963287,0.04920392428938543,28,16.137991758730195
